product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,device_type,location
Taxi Fare,City Ride,Rapido,5483.53,47.49,68.46,464,UPI,Successful,iOS,Suburban
Loan Repayment,Home Loan EMI,SBI,8336.79,17.71,80.09,349,Bank Transfer,Successful,iOS,Suburban
Food Delivery,Vegetable Biryani,Foodpanda,3369.6,21.95,95.57,685,UPI,Successful,Web,Urban
Internet Bill,Fiber 100Mbps Plan,ACT Fibernet,3931.97,23.37,98.89,491,UPI,Successful,iOS,Urban
Mobile Recharge,Prepaid Plan 399,Vodafone,1556.56,19.85,7.62,844,Bank Transfer,Successful,iOS,Rural
Internet Bill,Fiber 100Mbps Plan,Airtel Broadband,190.49,28.35,79.17,897,Wallet Balance,Successful,iOS,Urban
Flight Booking,Bangalore to Kolkata,MakeMyTrip,5457.72,26.23,70.27,908,Debit Card,Successful,Android,Rural
Loan Repayment,Personal Loan Payment,Bajaj Finserv,9195.02,16.41,99.2,925,Bank Transfer,Successful,Android,Urban
Food Delivery,Pizza Margherita,Foodpanda,9274.6,4.71,79.3,912,Wallet Balance,Successful,Android,Suburban
Grocery Shopping,Refined Sunflower Oil,Flipkart Supermart,3246.7,29.11,67.77,759,Debit Card,Successful,Web,Rural
Water Bill,Commercial Property,Delhi Jal Board,4759.22,5.45,0.07,223,Bank Transfer,Successful,Android,Urban
Grocery Shopping,Refined Sunflower Oil,Amazon Pantry,2014.73,29.19,3.18,390,Credit Card,Successful,Android,Urban
Taxi Fare,City Ride,Rapido,7009.24,44.48,62.72,660,Bank Transfer,Successful,Android,Urban
Gas Bill,Piped Natural Gas,Adani Gas,3365.14,1.61,41.6,342,Credit Card,Successful,Android,Urban
Gas Bill,Commercial Gas Connection,Gujarat Gas,7707.76,20.18,43.5,340,UPI,Successful,Web,Urban
Education Fee,Python Programming Course,Coursera,4247.36,12.53,27.92,259,Debit Card,Successful,Android,Urban
Food Delivery,Masala Dosa,Uber Eats,7320.24,46.31,72.42,52,Debit Card,Successful,Web,Suburban
Insurance Premium,Home Insurance,Max Life,21.63,33.26,28.67,608,UPI,Successful,iOS,Suburban
Movie Ticket,Dangal,INOX,2795.72,18.01,64.42,527,Debit Card,Successful,Android,Urban
Gaming Credits,Legendary Weapon,Roblox,3050.9,45.04,22.26,211,Debit Card,Successful,Android,Urban
Gas Bill,Commercial Gas Connection,Bharat Gas,9736.75,10.9,89.25,942,Wallet Balance,Successful,iOS,Urban
Insurance Premium,Motor Insurance,SBI Life,4799.84,49.04,60.6,515,Bank Transfer,Successful,iOS,Rural
Gaming Credits,1000 Game Coins,Free Fire,2396.21,35.29,71.74,992,Debit Card,Successful,Web,Rural
Streaming Service,Family Subscription,Amazon Prime,8471.2,28.12,85.44,613,Credit Card,Successful,iOS,Urban
Mobile Recharge,Prepaid Plan 399,Jio,1506.6,14.1,84.97,902,Debit Card,Successful,iOS,Urban
Flight Booking,Bangalore to Kolkata,Yatra,4953.91,34.32,89.74,530,Bank Transfer,Successful,Android,Suburban
Movie Ticket,Baahubali 2,SPI Cinemas,9128.45,9.16,77.59,774,Debit Card,Successful,Android,Urban
Insurance Premium,Health Insurance,Max Life,6276.66,18.51,67.15,948,Wallet Balance,Successful,Android,Urban
Taxi Fare,Share Ride,Meru,3040.98,24.91,89.05,752,Wallet Balance,Successful,Android,Urban
Education Fee,Digital Marketing Certification,Udemy,504.29,36.71,44.37,484,Bank Transfer,Successful,Android,Urban
Streaming Service,Family Subscription,Hotstar,4175.85,33.78,9.42,999,Bank Transfer,Successful,Android,Urban
Mobile Recharge,Family Plan 999,Jio,2380.57,45.74,84.63,875,Credit Card,Successful,Android,Urban
Grocery Shopping,Refined Sunflower Oil,Flipkart Supermart,5327.65,34.56,23.42,519,Bank Transfer,Pending,iOS,Urban
Grocery Shopping,Dairy Milk Chocolate,BigBasket,3154.34,7.81,83.5,657,Credit Card,Successful,Android,Suburban
Gaming Credits,Premium Skin,Minecraft,5803.16,16.35,26.75,56,Bank Transfer,Successful,Android,Suburban
Loan Repayment,Education Loan EMI,Axis Bank,4944.93,49.18,1.75,469,UPI,Successful,Android,Urban
Rent Payment,2BHK Flat Deposit,Nestaway,8355.93,17.94,66.17,699,Wallet Balance,Successful,iOS,Urban
Taxi Fare,Share Ride,Meru,56.17,2.33,57.56,520,Wallet Balance,Successful,iOS,Urban
Internet Bill,Business Internet Plan,ACT Fibernet,5795.49,46.71,94.59,348,Credit Card,Successful,iOS,Suburban
Online Shopping,Laptop Backpack,Flipkart,53.56,20.42,23.41,218,Debit Card,Failed,Android,Urban
Gaming Credits,Battle Pass,Call of Duty Mobile,2739.63,2.03,16.35,629,Credit Card,Successful,iOS,Rural
Education Fee,Python Programming Course,Vedantu,9056.37,18.97,85.17,926,Bank Transfer,Successful,Android,Rural
Hotel Booking,Dormitory Bed,MakeMyTrip,5115.18,48.62,83.53,395,Bank Transfer,Successful,Android,Suburban
Mobile Recharge,Prepaid Plan 399,BSNL,1732.21,30.11,78.99,326,Wallet Balance,Successful,Android,Rural
Water Bill,Commercial Property,Mumbai Water,9506.93,11.18,10.81,271,Debit Card,Successful,Android,Urban
Education Fee,Python Programming Course,Coursera,2301.71,13.32,12.4,734,Bank Transfer,Successful,Android,Urban
Mobile Recharge,Data Pack 50GB,BSNL,8011.37,27.31,48.32,958,Debit Card,Successful,Android,Suburban
Mobile Recharge,Prepaid Plan 399,Jio,5714.49,42.7,99.27,808,Credit Card,Successful,Android,Urban
Gas Bill,Piped Natural Gas,Indraprastha Gas,7068.6,40.27,13.31,381,Bank Transfer,Successful,Android,Urban
Education Fee,Python Programming Course,Unacademy,2552.28,17.7,99.17,287,UPI,Successful,Web,Suburban
Flight Booking,Chennai to Hyderabad,MakeMyTrip,4929.03,33.81,49.61,632,Bank Transfer,Successful,iOS,Urban
Gas Bill,Piped Natural Gas,Gujarat Gas,4623.8,25.18,19.0,915,Bank Transfer,Successful,Android,Urban
Bus Ticket,Semi-Sleeper,AbhiBus,9515.78,25.35,72.28,999,UPI,Successful,Web,Urban
Bus Ticket,Semi-Sleeper,Paytm Bus,9992.23,35.7,18.42,772,Credit Card,Successful,iOS,Urban
Mobile Recharge,Postpaid Plan 599,BSNL,6964.77,20.59,48.73,591,Debit Card,Successful,Web,Urban
Movie Ticket,PK,INOX,8117.41,5.0,35.8,337,Debit Card,Successful,Android,Urban
Taxi Fare,Outstation Trip,Rapido,1509.84,38.36,24.16,817,Bank Transfer,Pending,Android,Suburban
Water Bill,Commercial Property,Chennai Metro Water,1729.65,1.34,16.68,512,Debit Card,Successful,iOS,Suburban
Taxi Fare,Outstation Trip,Rapido,856.16,34.27,1.9,222,Credit Card,Successful,iOS,Urban
Internet Bill,4G Unlimited Plan,ACT Fibernet,1110.26,48.97,17.4,763,Bank Transfer,Successful,Android,Urban
Hotel Booking,Villa,Fab Hotels,416.31,24.31,84.24,406,Debit Card,Successful,iOS,Urban
Mobile Recharge,Data Pack 50GB,Jio,1364.15,43.88,57.48,779,Wallet Balance,Successful,Android,Rural
Internet Bill,Broadband 50Mbps Plan,Airtel Broadband,1906.92,30.32,95.58,756,UPI,Failed,Web,Urban
Food Delivery,Chilli Paneer,Domino's,2221.47,47.09,92.89,266,Debit Card,Successful,Android,Urban
Food Delivery,Pizza Margherita,Uber Eats,8375.5,27.45,7.7,587,Bank Transfer,Successful,Android,Urban
Education Fee,IELTS Training,Udemy,5035.41,7.17,42.01,42,Wallet Balance,Successful,Android,Rural
Flight Booking,Bangalore to Kolkata,MakeMyTrip,2306.39,11.02,18.56,268,Bank Transfer,Successful,Android,Urban
Internet Bill,Broadband 50Mbps Plan,ACT Fibernet,9523.22,16.23,52.84,50,Credit Card,Successful,Android,Urban
Bus Ticket,Non-AC Seater,Paytm Bus,1084.04,3.31,41.24,757,UPI,Successful,iOS,Rural
Online Shopping,Wireless Earbuds,Nykaa,1742.89,24.61,74.2,10,Debit Card,Successful,iOS,Suburban
Hotel Booking,Suite,OYO Rooms,4517.22,28.77,72.44,421,Wallet Balance,Pending,Android,Urban
Online Shopping,Wireless Earbuds,Amazon,30.09,4.83,13.38,563,Credit Card,Successful,iOS,Rural
Insurance Premium,Term Life Policy,HDFC Life,9618.29,36.11,73.14,477,Wallet Balance,Successful,Web,Urban
Streaming Service,Family Subscription,Netflix,5070.92,12.39,43.26,907,Debit Card,Successful,Android,Urban
Food Delivery,Masala Dosa,Zomato,6946.91,14.17,36.6,350,UPI,Successful,Android,Rural
Water Bill,Tanker Supply,Hyderabad Water Board,7934.5,10.32,88.33,898,Credit Card,Successful,Android,Urban
Loan Repayment,Education Loan EMI,HDFC Bank,6604.06,45.76,13.31,742,UPI,Successful,Android,Urban
Loan Repayment,Education Loan EMI,HDFC Bank,270.29,20.51,17.73,649,Credit Card,Successful,Android,Urban
Gas Bill,Auto LPG,Adani Gas,6844.8,14.53,46.21,764,UPI,Pending,iOS,Urban
Taxi Fare,City Ride,Uber,4311.29,42.02,65.96,809,Debit Card,Successful,Android,Urban
Insurance Premium,Travel Insurance,Max Life,8214.33,4.29,13.19,42,Wallet Balance,Successful,iOS,Urban
Electricity Bill,Agricultural Bill,BSES,7260.43,2.49,39.02,9,Credit Card,Successful,Android,Urban
Gift Card,Rs. 5000 Luxury Card,Shoppers Stop,1451.53,36.81,37.83,300,Bank Transfer,Successful,iOS,Urban
Bus Ticket,Sleeper Class,RedBus,8350.99,23.79,11.61,509,Debit Card,Successful,Android,Urban
Movie Ticket,3 Idiots,SPI Cinemas,4699.13,30.93,43.71,252,Credit Card,Successful,Android,Rural
Water Bill,Residential Connection,Chennai Metro Water,988.97,43.79,29.64,148,Debit Card,Successful,Android,Suburban
Flight Booking,Chennai to Hyderabad,EaseMyTrip,755.39,12.04,63.83,123,Debit Card,Successful,iOS,Rural
Bus Ticket,Volvo Multi-Axle,Goibibo,9560.52,23.29,10.23,744,Debit Card,Successful,iOS,Urban
Internet Bill,Student Special Plan,Hathway,514.18,34.1,98.56,828,Debit Card,Successful,Android,Urban
Mobile Recharge,Prepaid Plan 399,Vodafone,5695.61,44.8,6.6,995,Credit Card,Successful,iOS,Urban
Loan Repayment,Home Loan EMI,Axis Bank,8617.75,47.36,23.65,493,Wallet Balance,Successful,Android,Rural
Rent Payment,2BHK Flat Deposit,Nestaway,2285.33,14.33,7.88,533,Credit Card,Successful,Android,Suburban
Gas Bill,Piped Natural Gas,Gujarat Gas,3951.77,46.42,3.43,770,Debit Card,Successful,Android,Urban
Taxi Fare,City Ride,Rapido,1626.47,22.29,63.41,246,UPI,Successful,iOS,Urban
Internet Bill,Fiber 100Mbps Plan,BSNL Broadband,9651.87,9.85,12.42,712,Credit Card,Successful,iOS,Urban
Electricity Bill,Commercial Bill,CESC,577.85,47.33,48.95,691,Wallet Balance,Successful,iOS,Urban
Mobile Recharge,Postpaid Plan 599,BSNL,6421.86,42.03,25.5,89,Wallet Balance,Successful,Android,Suburban
Taxi Fare,Airport Transfer,Meru,7306.39,7.43,42.28,829,Bank Transfer,Successful,Android,Urban
Gift Card,Rs. 5000 Luxury Card,Flipkart,9994.83,34.12,80.0,424,Debit Card,Successful,Android,Urban
Gift Card,Rs. 500 E-Gift Card,Shoppers Stop,723.56,3.0,72.52,583,Wallet Balance,Successful,Android,Urban
Electricity Bill,Temporary Connection Bill,BSES,6740.25,3.07,60.98,293,Credit Card,Successful,iOS,Urban
Bus Ticket,Semi-Sleeper,RedBus,7348.86,41.85,4.71,907,Bank Transfer,Successful,Android,Urban
Grocery Shopping,Basmati Rice,Grofers,6879.93,37.38,37.72,464,Credit Card,Successful,Android,Rural
Internet Bill,Fiber 100Mbps Plan,BSNL Broadband,6701.65,14.33,2.52,348,Credit Card,Successful,Android,Urban
Electricity Bill,Temporary Connection Bill,Reliance Energy,8916.27,13.39,45.98,185,Credit Card,Successful,Android,Urban
Rent Payment,PG Accommodation,Housing.com,8199.73,38.17,14.63,667,Bank Transfer,Successful,Android,Urban
Movie Ticket,3 Idiots,Cinepolis,4999.97,44.22,70.8,597,UPI,Successful,Android,Urban
Taxi Fare,Airport Transfer,Ola,4512.26,40.4,36.39,507,Credit Card,Successful,Android,Rural
Gas Bill,Domestic LPG Cylinder,Gujarat Gas,5816.81,42.47,75.47,235,Debit Card,Successful,iOS,Urban
Rent Payment,2BHK Flat Deposit,OYO Life,6218.1,17.89,24.94,468,Credit Card,Successful,Android,Rural
Loan Repayment,Car Loan Installment,SBI,5758.14,6.59,73.7,51,Credit Card,Successful,Android,Suburban
Gaming Credits,Battle Pass,PUBG Mobile,7038.81,21.07,84.77,540,Credit Card,Pending,Android,Urban
Bus Ticket,Semi-Sleeper,Paytm Bus,1694.62,39.78,51.63,868,UPI,Successful,iOS,Urban
Bus Ticket,Sleeper Class,MakeMyTrip Bus,856.71,40.88,27.15,366,UPI,Successful,Android,Urban
Water Bill,Commercial Property,Mumbai Water,6944.13,38.5,98.4,167,Credit Card,Successful,iOS,Suburban
Food Delivery,Chilli Paneer,Domino's,5343.78,45.88,22.71,360,Bank Transfer,Successful,Android,Urban
Education Fee,Python Programming Course,Coursera,5592.73,23.3,72.75,787,Debit Card,Successful,Web,Suburban
Loan Repayment,Education Loan EMI,Axis Bank,619.11,27.17,62.42,520,UPI,Successful,Android,Urban
Bus Ticket,Sleeper Class,AbhiBus,2524.01,41.21,64.29,711,Wallet Balance,Successful,Android,Urban
Rent Payment,Co-working Space,OYO Life,8524.76,10.1,46.75,337,Wallet Balance,Successful,Android,Suburban
Internet Bill,Student Special Plan,Jio Fiber,9001.14,7.23,84.97,241,Credit Card,Successful,iOS,Suburban
Bus Ticket,Volvo Multi-Axle,Paytm Bus,7791.18,0.66,53.85,907,UPI,Pending,iOS,Rural
Internet Bill,Fiber 100Mbps Plan,Airtel Broadband,9944.88,20.39,46.05,959,Credit Card,Successful,iOS,Suburban
Grocery Shopping,Refined Sunflower Oil,Nature's Basket,6267.61,46.4,68.74,838,Bank Transfer,Successful,Android,Urban
Bus Ticket,Sleeper Class,Paytm Bus,6443.24,0.59,76.11,5,UPI,Successful,Android,Urban
Online Shopping,Laptop Backpack,Flipkart,8033.89,3.01,99.02,200,Credit Card,Successful,iOS,Urban
Internet Bill,Business Internet Plan,BSNL Broadband,7802.91,41.97,77.42,207,Bank Transfer,Successful,Android,Urban
Flight Booking,Chennai to Hyderabad,EaseMyTrip,8236.53,39.08,31.92,821,Wallet Balance,Successful,iOS,Urban
Internet Bill,Student Special Plan,Airtel Broadband,8608.59,47.75,65.16,919,Credit Card,Failed,Android,Urban
Online Shopping,Wireless Earbuds,Amazon,2506.91,0.21,59.77,585,Credit Card,Successful,Android,Urban
Bus Ticket,Volvo Multi-Axle,AbhiBus,7556.33,35.74,24.07,393,Bank Transfer,Successful,Android,Urban
Taxi Fare,City Ride,Rapido,2205.52,31.43,85.12,718,UPI,Successful,Android,Urban
Electricity Bill,Residential Bill,CESC,1638.09,39.9,74.61,89,Bank Transfer,Successful,iOS,Rural
Loan Repayment,Business Loan Repayment,Bajaj Finserv,8845.73,44.77,48.29,508,Wallet Balance,Successful,Android,Suburban
Flight Booking,Chennai to Hyderabad,Yatra,3470.38,35.14,73.85,145,Credit Card,Successful,Android,Suburban
Gaming Credits,1000 Game Coins,Minecraft,1303.34,47.82,78.98,698,Debit Card,Successful,Web,Urban
Gas Bill,Domestic LPG Cylinder,Adani Gas,2769.1,45.94,81.34,599,Bank Transfer,Successful,iOS,Suburban
Grocery Shopping,Basmati Rice,Grofers,1850.45,11.52,38.07,439,Debit Card,Successful,Android,Urban
Bus Ticket,AC Seater,AbhiBus,760.53,9.99,11.97,69,Debit Card,Successful,iOS,Urban
Taxi Fare,Rental Package,Rapido,1716.12,34.99,52.49,315,UPI,Successful,Web,Rural
Hotel Booking,Dormitory Bed,OYO Rooms,8790.76,21.95,25.36,774,Debit Card,Successful,Android,Urban
Taxi Fare,Rental Package,Ola,8714.26,24.36,83.18,256,Credit Card,Successful,iOS,Rural
Taxi Fare,Rental Package,Meru,8107.77,36.87,31.07,725,UPI,Successful,Android,Urban
Insurance Premium,Travel Insurance,Max Life,5548.07,17.02,88.26,600,Wallet Balance,Successful,Android,Urban
Online Shopping,Wireless Earbuds,Nykaa,7315.2,3.44,53.56,2,Bank Transfer,Successful,Android,Urban
Online Shopping,Steel Toe Shoes,Myntra,3195.35,22.04,70.59,377,Credit Card,Successful,Android,Urban
Education Fee,MBA Entrance Prep,Udemy,2457.64,20.25,87.9,284,Wallet Balance,Successful,Android,Urban
Movie Ticket,3 Idiots,Carnival Cinemas,7495.86,17.23,27.08,694,UPI,Successful,iOS,Rural
Bus Ticket,Volvo Multi-Axle,MakeMyTrip Bus,4339.01,40.33,25.58,237,Credit Card,Successful,Android,Urban
Flight Booking,Bangalore to Kolkata,Ixigo,243.25,41.83,41.58,921,Bank Transfer,Successful,Android,Urban
Education Fee,IELTS Training,BYJU'S,5520.36,13.94,5.46,698,Debit Card,Successful,iOS,Urban
Gas Bill,Auto LPG,Bharat Gas,4313.2,41.18,19.31,686,Debit Card,Successful,Web,Urban
Gas Bill,Auto LPG,Mahanagar Gas,6057.8,18.71,74.23,761,Debit Card,Successful,Android,Urban
Gaming Credits,Legendary Weapon,Call of Duty Mobile,7352.18,42.4,29.61,721,Debit Card,Successful,iOS,Urban
Rent Payment,1BHK Apartment Rent,Nestaway,3377.5,15.92,97.3,897,Credit Card,Successful,Android,Urban
Internet Bill,Student Special Plan,Airtel Broadband,3419.93,25.67,30.19,487,Bank Transfer,Successful,iOS,Urban
Mobile Recharge,Postpaid Plan 599,Vodafone,5905.77,40.61,52.73,360,Debit Card,Failed,iOS,Urban
Grocery Shopping,Refined Sunflower Oil,Nature's Basket,9527.45,8.53,59.87,322,Debit Card,Successful,Android,Suburban
Bus Ticket,Semi-Sleeper,MakeMyTrip Bus,4613.52,21.06,36.14,225,UPI,Successful,Android,Urban
Flight Booking,Ahmedabad to Jaipur,EaseMyTrip,5367.72,27.03,47.59,261,UPI,Successful,Android,Urban
Loan Repayment,Education Loan EMI,HDFC Bank,8373.73,17.57,87.92,184,Credit Card,Successful,Android,Suburban
Gift Card,Rs. 5000 Luxury Card,Amazon Pay,4376.52,3.14,66.42,214,Wallet Balance,Successful,Android,Urban
Gas Bill,Industrial Gas Supply,Bharat Gas,8546.38,34.4,76.6,184,Debit Card,Successful,Android,Suburban
Bus Ticket,Volvo Multi-Axle,Goibibo,5946.52,22.5,20.96,61,Bank Transfer,Successful,Android,Rural
Internet Bill,Broadband 50Mbps Plan,BSNL Broadband,6633.6,35.74,30.83,540,UPI,Successful,Android,Urban
Gift Card,Rs. 5000 Luxury Card,Pantaloons,7231.31,10.57,41.66,512,Bank Transfer,Successful,iOS,Urban
Water Bill,Tanker Supply,Mumbai Water,7107.09,30.01,27.79,718,UPI,Successful,iOS,Urban
Taxi Fare,City Ride,Uber,3999.32,49.95,98.18,462,Credit Card,Successful,Android,Suburban
Mobile Recharge,Annual Plan 2999,Idea,9392.57,29.27,74.7,936,Wallet Balance,Successful,Android,Suburban
Internet Bill,Broadband 50Mbps Plan,Hathway,1237.04,45.66,32.63,175,Debit Card,Successful,Android,Suburban
Insurance Premium,Term Life Policy,HDFC Life,1030.13,17.7,46.4,304,UPI,Successful,Android,Urban
Bus Ticket,Volvo Multi-Axle,MakeMyTrip Bus,6166.91,44.21,87.98,886,Bank Transfer,Successful,Android,Urban
Taxi Fare,Outstation Trip,Ola,1461.31,41.44,85.16,196,UPI,Successful,Android,Urban
Mobile Recharge,Annual Plan 2999,Jio,9216.19,7.62,40.88,604,Wallet Balance,Successful,Android,Urban
Movie Ticket,Dangal,PVR Cinemas,1364.09,15.61,16.48,953,UPI,Successful,Android,Urban
Mobile Recharge,Prepaid Plan 399,Idea,7375.09,48.27,46.04,195,Wallet Balance,Successful,iOS,Urban
Streaming Service,Standard Plan,SonyLIV,4530.55,10.79,73.68,449,UPI,Successful,Android,Rural
Flight Booking,Delhi to Mumbai,Yatra,9188.37,25.81,64.75,23,UPI,Successful,Android,Rural
Mobile Recharge,Data Pack 50GB,Airtel,6937.57,49.64,52.12,918,UPI,Successful,Android,Urban
Internet Bill,Broadband 50Mbps Plan,Airtel Broadband,2714.71,37.84,9.02,507,Credit Card,Successful,iOS,Urban
Gas Bill,Commercial Gas Connection,Adani Gas,9951.86,10.87,2.66,683,Bank Transfer,Successful,iOS,Urban
Gas Bill,Piped Natural Gas,Gujarat Gas,5966.12,38.14,7.87,282,Bank Transfer,Successful,iOS,Urban
Gift Card,Rs. 2000 Gift Voucher,Pantaloons,4047.32,18.36,19.73,704,Debit Card,Failed,Android,Urban
Water Bill,Commercial Property,Hyderabad Water Board,9790.5,4.51,33.72,456,UPI,Successful,Web,Suburban
Bus Ticket,Sleeper Class,RedBus,5350.78,43.79,87.62,74,Debit Card,Successful,Android,Urban
Rent Payment,Co-working Space,OYO Life,2414.71,6.82,13.57,504,Credit Card,Successful,iOS,Suburban
Online Shopping,Laptop Backpack,Snapdeal,3270.35,9.95,16.5,198,Credit Card,Successful,iOS,Urban
Taxi Fare,Rental Package,Rapido,3345.08,18.12,95.58,538,Credit Card,Successful,iOS,Urban
Movie Ticket,PK,Carnival Cinemas,6769.07,8.09,92.5,692,Debit Card,Successful,Android,Urban
Movie Ticket,3 Idiots,INOX,9655.86,1.12,53.92,43,Bank Transfer,Successful,Android,Urban
Water Bill,Borewell Charges,Bangalore Water Supply,7607.82,32.66,35.15,28,Credit Card,Successful,Android,Urban
Loan Repayment,Education Loan EMI,SBI,7373.87,8.44,64.17,202,Credit Card,Successful,Android,Urban
Water Bill,Borewell Charges,Chennai Metro Water,8535.49,31.17,38.67,831,Credit Card,Successful,Android,Urban
Taxi Fare,Rental Package,Ola,7126.14,42.17,16.6,964,UPI,Successful,Android,Urban
Movie Ticket,Baahubali 2,SPI Cinemas,7247.97,6.95,37.0,960,Wallet Balance,Successful,iOS,Urban
Gas Bill,Auto LPG,Gujarat Gas,8137.98,9.39,24.74,491,Bank Transfer,Successful,Android,Urban
Electricity Bill,Industrial Bill,Tata Power,1962.88,12.96,61.66,381,Wallet Balance,Failed,iOS,Suburban
Grocery Shopping,Whole Wheat Atta,Flipkart Supermart,555.26,25.04,98.92,359,Debit Card,Successful,iOS,Urban
Rent Payment,2BHK Flat Deposit,OYO Life,4441.47,40.28,71.03,454,UPI,Successful,Web,Urban
Hotel Booking,Service Apartment,Airbnb,4951.39,2.22,3.38,536,Wallet Balance,Successful,Android,Urban
Loan Repayment,Home Loan EMI,Bajaj Finserv,3362.1,22.95,26.48,665,Bank Transfer,Successful,Android,Urban
Loan Repayment,Education Loan EMI,ICICI Bank,4267.2,15.4,78.42,328,Debit Card,Successful,Android,Urban
Streaming Service,Premium Plan,Amazon Prime,6767.82,28.95,24.3,242,UPI,Pending,Web,Rural
Insurance Premium,Travel Insurance,LIC,4688.37,43.5,9.92,809,Bank Transfer,Successful,iOS,Suburban
Gift Card,Rs. 500 E-Gift Card,Lifestyle,7534.2,15.58,83.68,463,Credit Card,Successful,Android,Rural
Insurance Premium,Travel Insurance,Max Life,8397.66,23.02,92.16,571,Bank Transfer,Successful,Android,Urban
Flight Booking,Delhi to Mumbai,Cleartrip,6180.89,14.67,50.73,93,Debit Card,Successful,Android,Urban
